134855,776,530
134918,744,657
134997,451,686
135426,56,662
139429,323,309
140133,1003,498
140210,804,648
140280,730,541
140384,861,404
140456,918,476
140521,910,478
140595,914,284
140678,873,398
140751,885,464
140852,789,255
140939,807,452
141016,830,477
141093,784,496
141165,676,548
141247,962,343
141317,935,454
141392,955,672
141466,977,588
141548,959,636
141616,1323,514
141698,1296,531
141787,932,355
141856,1131,550
141933,1119,490
142076,785,414
142143,907,400
142240,1086,373
142330,1055,374
142443,1029,531
142561,1230,457
142662,1194,563
142796,1032,433
142873,1129,381
142960,1323,529
143342,1115,535
143408,888,539
143484,1131,424
143558,1236,355
143623,1260,385
143698,1326,421
143780,1305,270
143875,1319,364
143965,1260,440
144045,1280,394
144102,1214,464
144177,1183,391
144249,1211,362
144326,1290,468
144456,1130,255
144528,994,280
144586,1339,313
144661,989,277
144734,989,277
144806,1266,513
144868,1365,383
145013,1365,343
145161,1323,518
145224,1072,361
145288,1183,444
145362,1174,446
145424,1360,515
145495,1200,402
145573,931,484
145634,1072,500
145709,999,442
145772,1029,475
145841,1265,301
146528,1158,429
146583,885,447
146655,815,575
146717,1048,616
146792,1283,589
147326,1175,495
147389,1176,421
147452,1034,351
147656,1279,484
147729,1207,687
147924,1228,587
148243,1334,758
148319,727,659
148398,929,647
148476,597,596
148539,656,499
148634,679,507
148711,573,494
148781,806,477
148852,1116,464
148935,1020,594
149000,921,585
149076,1055,557
149381,1254,552
149457,1236,568
149649,1152,546
149750,568,345
149820,704,495
149885,649,484
149993,640,480
150094,672,375
150178,754,424
150267,731,336
150354,688,366
150453,773,322
150571,820,525
150683,877,517
150769,1351,598
151118,1187,394
151548,1076,287
152563,957,387
152671,1258,569
152800,1266,328
152912,1298,375
157135,1188,306
157210,1288,357
157290,1204,384
157444,768,221
157538,595,319
157619,528,499
157694,732,490
157759,806,477
157834,856,421
157910,834,147
158803,1309,507
159014,1287,254
159119,1220,463
160380,1352,452
160456,1313,570
167157,1332,180
167262,1233,158
167328,1325,270
167754,1348,339
169219,1288,149
169720,993,13
169895,1326,180
169974,1282,287
170059,1180,224
170145,1144,194
170234,1168,114
170332,920,188
170413,929,244
170494,749,218
170587,806,199
170666,1030,176
170749,1023,190
170835,850,146
170914,854,177
170989,1003,123
171069,892,204
171153,870,202
171246,1047,160
171329,992,222
171417,1118,348
171500,1083,239
171571,893,285
171654,923,256
171745,1157,59
171845,1112,49
171952,1159,258
172068,1037,46
172178,879,245
172288,1041,154
172397,1168,266
176218,918,173
176957,754,465
177022,693,481
177099,494,534
177157,623,559
177244,545,424
177317,694,378
177381,769,301
177449,801,263
177511,1052,221
177580,1311,346
177643,1227,355
179071,1227,150
179331,1084,16
179420,1278,131
179489,1337,104
179571,1211,71
179659,1152,80
179753,1079,108
179831,1227,203
179921,1245,144
180019,1145,157
180098,1155,137
180171,1263,25
180391,1196,65
180471,970,82
180555,954,114
180790,1161,97
180864,1196,99
181054,1039,85
181182,1310,224
181367,1191,53
181462,943,381
181540,1173,340
181701,1092,59
181781,1240,209
181862,1097,53
182029,1082,309
182302,945,93
182833,1249,604
184404,1354,415
185569,1285,456
185963,1365,318
186226,1221,170
186565,1285,48
186638,1278,13
188023,1133,142
188110,1311,269
188268,1332,57
188422,1266,119
188501,1236,71
188569,1137,238
188655,1267,222
188740,1253,255
188832,1364,240
189551,1267,292
189910,1221,154
192160,1289,11
192303,1289,47
192373,1284,71
192439,1317,170
192584,1313,57
192655,1348,26
192792,1300,74
192865,1310,14
192997,1239,29
193138,1209,38
193207,1147,9
193273,1156,10
193352,1206,64
193423,1194,33
193491,1294,7
193985,1301,12
194357,805,157
195061,1298,283
195133,1284,338
195335,1312,274
195406,1302,243
195477,1224,231
195542,1225,200
195910,1305,272
196887,708,148
198257,1205,104
198319,1099,253
198391,1285,134
198475,985,131
198546,1157,214
198624,1365,434
198771,1267,210
201110,1317,178
201186,1316,306
201253,1353,301
201390,1272,123
201463,1358,265
201625,1325,198
201770,1351,391
201854,1197,358
201921,1294,398
202003,1207,342
202065,1155,304
202137,1156,296
202269,1318,267
202335,1306,248
202990,1267,65
203052,1332,37
203126,1353,76
203201,1254,172
203260,1166,399
203347,1068,496
203433,1264,464
203948,1348,614
204258,1295,491
205335,1146,370
205405,1040,268
205474,1163,333
205542,1284,298
205623,1143,227
205691,1063,290
205755,1218,218
205825,1136,226
205898,1173,296
205960,1003,128
206044,1260,253
206108,1267,141
206242,877,139
206306,904,157
208571,1302,154
208655,1333,157
208735,1308,139
208815,1224,135
208881,1183,219
208959,1179,258
209038,1216,29
209115,1252,112
209185,1115,131
209262,1318,103
209488,1312,171
209560,1266,189
209641,1212,231
209722,1235,165
211528,1293,526
211588,1260,589
211650,1307,513
211709,1355,524
211775,1115,462
212169,1243,620
212230,1180,685
212308,1245,661
212365,1151,551
212435,1073,588
212493,1140,516
212555,1291,563
213345,995,227
213432,1196,227
213505,1127,193
213578,1140,207
213663,1141,303
213741,1202,416
213976,1267,79
214060,1149,337
214125,1076,209
214192,1291,373
214259,1242,426
214325,982,166
214391,1281,312
214455,1321,38
215704,1349,192
215776,1337,213
215842,1249,16
215971,1335,249
216045,1358,255
216194,1356,223
216260,1309,242
216331,1094,244
216497,1194,274
216562,1197,356
216640,1244,128
216714,1285,233
216795,1236,247
216861,1262,206
216927,1056,263
216996,1356,248
217138,1277,278
217213,1271,287
217385,1103,167
219524,942,202
219593,627,274
219656,688,406
219750,537,222
219825,839,406
219901,526,462
219978,282,547
220290,749,385
220355,430,135
220427,401,111
220497,1214,56
220655,1044,16
220809,1109,51
221124,1002,154
221215,801,67
